Name,influences,influenced,Philosopher Name,Birth
https://en.wikipedia.org/wiki/Nikolai_Berdyaev,"['https://en.wikipedia.org/wiki/Jacob_B%C3%B6hme', 'https://en.wikipedia.org/wiki/Saint_Seraphim_of_Sarov', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Franz_Xaver_von_Baader', 'https://en.wikipedia.org/wiki/Aleksey_Khomyakov', 'https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky', 'https://en.wikipedia.org/wiki/Konstantin_Leontiev', 'https://en.wikipedia.org/wiki/Vladimir_Solovyov_(philosopher)', 'https://en.wikipedia.org/wiki/Friedrich_Nietzsche', 'https://en.wikipedia.org/wiki/Semyon_Frank', 'https://en.wikipedia.org/wiki/Hegel', 'https://en.wikipedia.org/wiki/Sergey_Bulgakov', 'https://en.wikipedia.org/wiki/Lev_Shestov']","['https://en.wikipedia.org/wiki/Jacques_Ellul', 'https://en.wikipedia.org/wiki/Aldous_Huxley', 'https://en.wikipedia.org/wiki/Richard_Kroner', 'https://en.wikipedia.org/wiki/Gabriel_Marcel', 'https://en.wikipedia.org/wiki/Davor_D%C5%BEalto', 'https://en.wikipedia.org/wiki/Peter_Maurin', 'https://en.wikipedia.org/wiki/Alan_Watts', 'https://en.wikipedia.org/wiki/Semyon_Frank', 'https://en.wikipedia.org/wiki/Sergey_Bulgakov', 'https://en.wikipedia.org/wiki/Ivan_Dev%C4%8Di%C4%87', 'https://en.wikipedia.org/wiki/Mortimer_J._Adler', 'https://en.wikipedia.org/wiki/Sem%C3%ABn_Liudvigovich_Frank', 'https://en.wikipedia.org/wiki/Gabriel_Marcel']",Nikolai Berdyaev,1874
https://en.wikipedia.org/wiki/Gustav_Bergmann,"['https://en.wikipedia.org/wiki/Walther_Mayer', 'https://en.wikipedia.org/wiki/Moritz_Schlick', 'https://en.wikipedia.org/wiki/Friedrich_Waismann', 'https://en.wikipedia.org/wiki/Rudolf_Carnap']","['https://en.wikipedia.org/wiki/Berlin_Circle', 'https://en.wikipedia.org/wiki/Vienna_Circle', 'https://en.wikipedia.org/wiki/John_O%27Neill_(philosopher)']",Gustav Bergmann,1906
https://en.wikipedia.org/wiki/Henri_Bergson,"['https://en.wikipedia.org/wiki/Spinoza', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Arthur_Schopenhauer', 'https://en.wikipedia.org/wiki/William_James', 'https://en.wikipedia.org/wiki/Charles_Darwin', 'https://en.wikipedia.org/wiki/F%C3%A9lix_Ravaisson-Mollien', 'https://en.wikipedia.org/wiki/Herbert_Spencer', 'https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://en.wikipedia.org/wiki/Maine_de_Biran', 'https://en.wikipedia.org/wiki/Plotinus', 'https://en.wikipedia.org#cite_note-4']","['https://en.wikipedia.org/wiki/Henry_Miller', 'https://en.wikipedia.org/wiki/Michel_Aflaq', 'https://en.wikipedia.org/wiki/%C3%89mile_Br%C3%A9hier', 'https://en.wikipedia.org/wiki/Guy_Debord', 'https://en.wikipedia.org/wiki/Gilles_Deleuze', 'https://en.wikipedia.org/wiki/Muhammad_Iqbal', 'https://en.wikipedia.org/wiki/Jawaharlal_Nehru', 'https://en.wikipedia.org/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch', 'https://en.wikipedia.org/wiki/Nikos_Kazantzakis', 'https://en.wikipedia.org/wiki/Necip_Faz%C4%B1l_K%C4%B1sak%C3%BCrek', 'https://en.wikipedia.org/wiki/%C3%89douard_Le_Roy', 'https://en.wikipedia.org/wiki/Emmanuel_Levinas', 'https://en.wikipedia.org/wiki/Gabriel_Marcel', 'https://en.wikipedia.org/wiki/Jacques_Maritain', 'https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty', 'https://en.wikipedia.org/wiki/Emmanuel_Mounier', 'https://en.wikipedia.org#cite_note-Rauch-5', 'https://en.wikipedia.org/wiki/Jean-Paul_Sartre', 'https://en.wikipedia.org/wiki/Marcel_Proust', 'https://en.wikipedia.org/wiki/Alfred_Sch%C3%BCtz', 'https://en.wikipedia.org/wiki/Liang_Shuming', 'https://en.wikipedia.org/wiki/Anna-Teresa_Tymieniecka', 'https://en.wikipedia.org/wiki/Alfred_North_Whitehead', 'https://en.wikipedia.org/wiki/Georges_Canguilhem', 'https://en.wikipedia.org/wiki/Simone_de_Beauvoir', 'https://en.wikipedia.org/wiki/Muhammad_Iqbal', 'https://en.wikipedia.org/wiki/Vladimir_Jank%C3%A9l%C3%A9vitch', 'https://en.wikipedia.org/wiki/Alexandre_Koyre', 'https://en.wikipedia.org/wiki/Emmanuel_Levinas', 'https://en.wikipedia.org/wiki/Gabriel_Marcel', 'https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty', 'https://en.wikipedia.org/wiki/Emmanuel_Mounier', 'https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset', 'https://en.wikipedia.org/wiki/Jean-Paul_Sartre', 'https://en.wikipedia.org/wiki/Max_Scheler', 'https://en.wikipedia.org/wiki/Georges_Sorel', 'https://en.wikipedia.org/wiki/Pierre_Teilhard_de_Chardin', 'https://en.wikipedia.org/wiki/Eric_Voegelin', 'https://en.wikipedia.org/wiki/Jean_Wahl', 'https://en.wikipedia.org/wiki/Alfred_North_Whitehead']",Henri Bergson,1859
https://en.wikipedia.org/wiki/George_Berkeley,"['https://en.wikipedia.org/wiki/Pierre_Bayle', 'https://en.wikipedia.org/wiki/John_Locke', 'https://en.wikipedia.org/wiki/Isaac_Newton', 'https://en.wikipedia.org/wiki/Nicolas_Malebranche']","['https://en.wikipedia.org/wiki/David_Hume', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Thomas_Reid', 'https://en.wikipedia.org/wiki/Arthur_Schopenhauer', 'https://en.wikipedia.org/wiki/John_Stuart_Mill', 'https://en.wikipedia.org/wiki/Ernst_Mach', 'https://en.wikipedia.org/wiki/David_Hume', 'https://en.wikipedia.org/wiki/John_Stuart_Mill', 'https://en.wikipedia.org/wiki/Thomas_Reid']",George Berkeley,1685
https://en.wikipedia.org/wiki/Isaiah_Berlin,"['https://en.wikipedia.org/wiki/Benjamin_Constant', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org/wiki/Charles_Darwin', 'https://en.wikipedia.org/wiki/Denis_Diderot', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Sigmund_Freud', 'https://en.wikipedia.org/wiki/Johann_Georg_Hamann', 'https://en.wikipedia.org/wiki/Johann_Gottfried_Herder', 'https://en.wikipedia.org/wiki/Alexander_Herzen', 'https://en.wikipedia.org/wiki/Gotthold_Ephraim_Lessing', 'https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/John_Stuart_Mill', 'https://en.wikipedia.org/wiki/Friedrich_Nietzsche', 'https://en.wikipedia.org/wiki/Leo_Tolstoy', 'https://en.wikipedia.org/wiki/Giambattista_Vico', 'https://en.wikipedia.org/wiki/Ludwig_Wittgenstein', 'https://en.wikipedia.org/wiki/Lev_Shestov']","['https://en.wikipedia.org/wiki/Joxe_Azurmendi', 'https://en.wikipedia.org/wiki/William_Galston', 'https://en.wikipedia.org/wiki/John_Gray_(philosopher)', 'https://en.wikipedia.org/wiki/Michael_Ignatieff', 'https://en.wikipedia.org/wiki/Mark_Lilla', 'https://en.wikipedia.org/wiki/John_Rawls', 'https://en.wikipedia.org/wiki/Gerald_Cohen', 'https://en.wikipedia.org/wiki/John_Rawls', 'https://en.wikipedia.org/wiki/Charles_Taylor_(philosopher)', 'https://en.wikipedia.org/wiki/Michael_Walzer']",Isaiah Berlin,1909
https://en.wikipedia.org/wiki/Eduard_Bernstein,"['https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel', 'https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/Friedrich_Engels', 'https://en.wikipedia.org/wiki/Karl_H%C3%B6chberg', 'https://en.wikipedia.org/wiki/Karl_Kautsky', 'https://en.wikipedia.org/wiki/Jean_Jaur%C3%A8s']","['https://en.wikipedia.org/wiki/Revisionism_(Marxism)', 'https://en.wikipedia.org/wiki/Social_Democratic_Party_of_Germany']",Eduard Bernstein,1850
https://en.wikipedia.org/wiki/Max_Black,"['https://en.wikipedia.org/wiki/Bertrand_Russell', 'https://en.wikipedia.org/wiki/Ludwig_Wittgenstein', 'https://en.wikipedia.org/wiki/G._E._Moore', 'https://en.wikipedia.org/wiki/Frank_P._Ramsey', 'https://en.wikipedia.org/wiki/L._Susan_Stebbing', 'https://en.wikipedia.org#cite_note-1']",['https://en.wikipedia.org/wiki/Keith_Donnellan'],Max Black,1909
https://en.wikipedia.org/wiki/Simon_Blackburn,"['https://en.wikipedia.org/wiki/David_Hume', 'https://en.wikipedia.org/wiki/Michael_Dummett', 'https://en.wikipedia.org/wiki/Casimir_Lewy']",['https://en.wikipedia.org/wiki/Michael_A._Smith'],Simon Blackburn,1944
https://en.wikipedia.org/wiki/Maurice_Blanchot,"['https://en.wikipedia.org/wiki/Marquis_de_Sade', 'https://en.wikipedia.org/wiki/Comte_de_Lautr%C3%A9amont', 'https://en.wikipedia.org/wiki/Franz_Kafka', 'https://en.wikipedia.org/wiki/Martin_Heidegger', 'https://en.wikipedia.org/wiki/Charles_Maurras', 'https://en.wikipedia.org/wiki/Friedrich_Nietzsche', 'https://en.wikipedia.org/wiki/Georges_Bataille', 'https://en.wikipedia.org/wiki/St%C3%A9phane_Mallarm%C3%A9', 'https://en.wikipedia.org/wiki/Emmanuel_Levinas', 'https://en.wikipedia.org/wiki/Friedrich_H%C3%B6lderlin']","['https://en.wikipedia.org/wiki/Samuel_Beckett', 'https://en.wikipedia.org/wiki/Jacques_Derrida', 'https://en.wikipedia.org/wiki/Gilles_Deleuze', 'https://en.wikipedia.org/wiki/Paul_de_Man', 'https://en.wikipedia.org/wiki/Roland_Barthes', 'https://en.wikipedia.org/wiki/Leslie_Hill', 'https://en.wikipedia.org/wiki/Sarah_Kofman', 'https://en.wikipedia.org/wiki/Pierre_Joris', 'https://en.wikipedia.org/wiki/Mario_Kopi%C4%87', 'https://en.wikipedia.org/wiki/Paul_Auster', 'https://en.wikipedia.org/wiki/Michel_Foucault', 'https://en.wikipedia.org/wiki/Jean-Luc_Nancy', 'https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Cixous', 'https://en.wikipedia.org/wiki/Jacques_Derrida', 'https://en.wikipedia.org/wiki/Michel_Foucault', 'https://en.wikipedia.org/wiki/Jean-Luc_Nancy']",Maurice Blanchot,1907
https://en.wikipedia.org/wiki/Brand_Blanshard,"['https://en.wikipedia.org/wiki/Horace_W._B._Joseph', 'https://en.wikipedia.org/wiki/William_Pepperell_Montague', 'https://en.wikipedia.org/wiki/Clarence_Irving_Lewis', 'https://en.wikipedia.org/wiki/Josiah_Royce', 'https://en.wikipedia.org/wiki/F._H._Bradley', 'https://en.wikipedia.org/wiki/Bernard_Bosanquet_(philosopher)']","['https://en.wikipedia.org/wiki/A._C._Ewing', 'https://en.wikipedia.org/wiki/James_A._Michener']",Brand Blanshard,1892
https://en.wikipedia.org/wiki/Ernst_Bloch_(philosopher),"['https://en.wikipedia.org/wiki/G._W._F._Hegel', 'https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/Heinrich_Rickert']","['https://en.wikipedia.org/wiki/Ernesto_Balducci', 'https://en.wikipedia.org/wiki/J%C3%BCrgen_Moltmann', 'https://en.wikipedia.org/wiki/Fredric_Jameson', 'https://en.wikipedia.org#cite_note-Kaufmann-4', 'https://en.wikipedia.org/wiki/Theodor_W._Adorno', 'https://en.wikipedia.org/wiki/Emmanuel_Levinas']",Ernst Bloch,1885
https://en.wikipedia.org/wiki/Norberto_Bobbio,"['https://en.wikipedia.org/wiki/Carlo_Cattaneo', 'https://en.wikipedia.org/wiki/Benedetto_Croce', 'https://en.wikipedia.org/wiki/Giorgio_Del_Vecchio', 'https://en.wikipedia.org/wiki/Luigi_Einaudi', 'https://en.wikipedia.org/wiki/Piero_Gobetti', 'https://en.wikipedia.org/wiki/Hans_Kelsen', 'https://en.wikipedia.org/wiki/Vilfredo_Pareto', 'https://en.wikipedia.org/wiki/Carlo_Rosselli']","['https://en.wikipedia.org/wiki/Luiz_Carlos_Bresser-Pereira', 'https://en.wikipedia.org/wiki/Tercio_Sampaio_Ferraz_Jr.', 'https://en.wikipedia.org/wiki/Celso_Lafer', 'https://en.wikipedia.org/wiki/Jos%C3%A9_Guilherme_Merquior']",Norberto Bobbio,1909
https://en.wikipedia.org/wiki/Jean_Bodin,['https://en.wikipedia.org/wiki/Petrus_Ramus'],"['https://en.wikipedia.org/wiki/Giovanni_Botero', 'https://en.wikipedia.org/wiki/Charles_de_Secondat,_baron_de_Montesquieu', 'https://en.wikipedia.org/wiki/Eric_Voegelin', 'https://en.wikipedia.org/wiki/Hugo_Grotius', 'https://en.wikipedia.org/wiki/Charles_de_Secondat,_Baron_de_Montesquieu', 'https://en.wikipedia.org/wiki/Eric_Voegelin']",Jean Bodin,1530
https://en.wikipedia.org/wiki/Anicius_Manlius_Severinus_Boethius,"['https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Cicero', 'https://en.wikipedia.org/wiki/Seneca_the_Younger', 'https://en.wikipedia.org/wiki/Plotinus', 'https://en.wikipedia.org/wiki/Porphyry_(philosopher)', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo', 'https://en.wikipedia.org/wiki/Proclus']","['https://en.wikipedia.org/wiki/Medieval_philosophy', 'https://en.wikipedia.org/wiki/Johannes_Scotus_Eriugena', 'https://en.wikipedia.org/wiki/Peter_Abelard', 'https://en.wikipedia.org/wiki/Anselm_of_Canterbury', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org/wiki/Albertus_Magnus', 'https://en.wikipedia.org/wiki/Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Dante_Alighieri', 'https://en.wikipedia.org/wiki/Peter_Abelard', 'https://en.wikipedia.org/wiki/Johannes_Scotus_Eriugena']",Boethius,477
https://en.wikipedia.org/wiki/Jakob_B%C3%B6hme,"['https://en.wikipedia.org/wiki/Paracelsus', 'https://en.wikipedia.org/wiki/Kaspar_von_Schwenkfeld', 'https://en.wikipedia.org/wiki/Valentine_Weigel']","['https://en.wikipedia.org/wiki/Nikolai_Berdyaev', 'https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel', 'https://en.wikipedia.org/wiki/John_Pordage', 'https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Joseph_Schelling', 'https://en.wikipedia.org/wiki/Arthur_Schopenhauer', 'https://en.wikipedia.org/wiki/Paul_Tillich', 'https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel', 'https://en.wikipedia.org/wiki/Friedrich_Schelling']",Jakob Böhme,1575
https://en.wikipedia.org/wiki/Niels_Bohr,"['https://en.wikipedia.org/wiki/Bohr_magneton', 'https://en.wikipedia.org/wiki/Bohr_model', 'https://en.wikipedia.org/wiki/Bohr_radius', 'https://en.wikipedia.org/wiki/Bohr%E2%80%93Einstein_debates', 'https://en.wikipedia.org/wiki/BKS_theory', 'https://en.wikipedia.org/wiki/Bohr%E2%80%93van_Leeuwen_theorem', 'https://en.wikipedia.org/wiki/Old_quantum_theory', 'https://en.wikipedia.org/wiki/Complementarity_(physics)', 'https://en.wikipedia.org/wiki/Copenhagen_interpretation']","['https://en.wikipedia.org/wiki/Hughes_Medal', 'https://en.wikipedia.org/wiki/Matteucci_Medal', 'https://en.wikipedia.org/wiki/Franklin_Medal', 'https://en.wikipedia.org/wiki/Royal_Society', 'https://en.wikipedia.org/wiki/Max_Planck_Medal', 'https://en.wikipedia.org/wiki/Faraday_Lectureship_Prize', 'https://en.wikipedia.org/wiki/Copley_Medal', 'https://en.wikipedia.org/wiki/Order_of_the_Elephant', 'https://en.wikipedia.org/wiki/Atoms_for_Peace_Award', 'https://en.wikipedia.org/wiki/Sonning_Prize']",Niels Bohr,1885
https://en.wikipedia.org/wiki/Bernard_Bolzano,"['https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org#cite_note-SEP-3']","['https://en.wikipedia.org/wiki/Carl_Stumpf', 'https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org#cite_note-Husserl-4', 'https://en.wikipedia.org/wiki/Kevin_Mulligan', 'https://en.wikipedia.org/wiki/Gottlob_Frege', 'https://en.wikipedia.org#cite_note-5', 'https://en.wikipedia.org/wiki/Kazimierz_Twardowski', 'https://en.wikipedia.org#cite_note-Twardowski-6', 'https://en.wikipedia.org/wiki/Heinrich_Scholz', 'https://en.wikipedia.org#cite_note-SEP2-7', 'https://en.wikipedia.org/wiki/Benno_Kerry', 'https://en.wikipedia.org#cite_note-8', 'https://en.wikipedia.org/wiki/Georg_Cantor', 'https://en.wikipedia.org/wiki/Franz_Brentano', 'https://en.wikipedia.org#cite_note-9', 'https://en.wikipedia.org/wiki/Gilbert_Ryle', 'https://en.wikipedia.org#cite_note-10', 'https://en.wikipedia.org/wiki/Jean_Cavaill%C3%A8s', 'https://en.wikipedia.org#cite_note-SEP2-7', 'https://en.wikipedia.org/wiki/Franz_Brentano', 'https://en.wikipedia.org/wiki/Jean_Cavaill%C3%A8s', 'https://en.wikipedia.org/wiki/Gottlob_Frege', 'https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org/wiki/Carl_Stumpf']",Bernard Bolzano,1781
https://en.wikipedia.org/wiki/Louis_Gabriel_Ambroise_de_Bonald,"['https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Socrates', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo', 'https://en.wikipedia.org/wiki/Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Tacitus', 'https://en.wikipedia.org/wiki/Blaise_Pascal', 'https://en.wikipedia.org/wiki/Jacques-B%C3%A9nigne_Bossuet', 'https://en.wikipedia.org/wiki/Nicolas_Malebranche', 'https://en.wikipedia.org/wiki/Leibniz']","['https://en.wikipedia.org/wiki/Joseph_de_Maistre', 'https://en.wikipedia.org/wiki/Chateaubriand', 'https://en.wikipedia.org/wiki/Juan_Donoso_Cort%C3%A9s', 'https://en.wikipedia.org/wiki/Lamennais', 'https://en.wikipedia.org/wiki/Charles_Maurras', 'https://en.wikipedia.org/wiki/Carl_Schmitt', 'https://en.wikipedia.org/wiki/Julius_Evola']",Louis de Bonald,1754
https://en.wikipedia.org/wiki/Bonaventure,"['https://en.wikipedia.org/wiki/Alexander_of_Hales', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo', 'https://en.wikipedia.org/wiki/Pseudo-Dionysius', 'https://en.wikipedia.org/wiki/Anselm_of_Canterbury', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Avicebron', 'https://en.wikipedia.org/wiki/Stoicism', 'https://en.wikipedia.org/wiki/Cicero']","['https://en.wikipedia.org/wiki/Peter_John_Olivi', 'https://en.wikipedia.org/wiki/Nicholas_of_Cusa', 'https://en.wikipedia.org/wiki/John_of_the_Cross', 'https://en.wikipedia.org/wiki/Josef_Ratzinger', 'https://en.wikipedia.org/wiki/Hans_Urs_von_Balthasar', 'https://en.wikipedia.org/wiki/%C3%89tienne_Gilson', 'https://en.wikipedia.org/wiki/Nicholas_of_Cusa']",Bonaventure,1221
https://en.wikipedia.org/wiki/George_Boole,"['https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Baruch_Spinoza', 'https://en.wikipedia.org/wiki/Isaac_Newton']","['https://en.wikipedia.org/wiki/William_Stanley_Jevons', 'https://en.wikipedia.org/wiki/Augustus_De_Morgan', 'https://en.wikipedia.org/wiki/John_Maynard_Keynes', 'https://en.wikipedia.org/wiki/Charles_Sanders_Peirce', 'https://en.wikipedia.org/wiki/William_Ernest_Johnson', 'https://en.wikipedia.org/wiki/Claude_Shannon', 'https://en.wikipedia.org/wiki/Victor_Shestakov']",George Boole,1815
https://en.wikipedia.org/wiki/Pierre_Bourdieu,"['https://en.wikipedia.org/wiki/Gaston_Bachelard', 'https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/Max_Weber', 'https://en.wikipedia.org/wiki/Georges_Canguilhem', 'https://en.wikipedia.org/wiki/%C3%89mile_Durkheim', 'https://en.wikipedia.org/wiki/Norbert_Elias', 'https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org/wiki/Jean-Paul_Sartre', 'https://en.wikipedia.org/wiki/Maurice_Merleau-Ponty', 'https://en.wikipedia.org/wiki/Blaise_Pascal', 'https://en.wikipedia.org/wiki/Raymond_Aron', 'https://en.wikipedia.org/wiki/Marcel_Mauss', 'https://en.wikipedia.org/wiki/Louis_Althusser', 'https://en.wikipedia.org/wiki/Erwin_Panofsky', 'https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss', 'https://en.wikipedia.org/wiki/Ludwig_Wittgenstein', 'https://en.wikipedia.org/wiki/Henri_Gouhier', 'https://en.wikipedia.org/wiki/Michel_Foucault', 'https://en.wikipedia.org/wiki/P._F._Strawson', 'https://en.wikipedia.org/wiki/Martin_Heidegger', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Ernst_Cassirer', 'https://en.wikipedia.org/wiki/Ferdinand_de_Saussure']","['https://en.wikipedia.org/wiki/Lo%C3%AFc_Wacquant', 'https://en.wikipedia.org/wiki/Anthony_Giddens', 'https://en.wikipedia.org/wiki/%C3%89douard_Louis', 'https://en.wikipedia.org/wiki/Antanas_Mockus', 'https://en.wikipedia.org/wiki/Didier_Eribon', 'https://en.wikipedia.org/wiki/B%C3%A9atrice_Galinon-M%C3%A9l%C3%A9nec']",Pierre Bourdieu,1930
https://en.wikipedia.org/wiki/Emile_Boutroux,"['https://en.wikipedia.org/wiki/Maine_de_Biran', 'https://en.wikipedia.org#cite_note-2']","['https://en.wikipedia.org/wiki/Maurice_Blondel', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/%C3%89mile_Durkheim']",Émile Boutroux,1845
https://en.wikipedia.org/wiki/F._H._Bradley,"['https://en.wikipedia.org/wiki/Johann_Gottlieb_Fichte', 'https://en.wikipedia.org/wiki/G._W._F._Hegel', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/F._W._J._Schelling']","['https://en.wikipedia.org/wiki/Bernard_Bosanquet_(philosopher)', 'https://en.wikipedia.org/wiki/C._A._Campbell', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org/wiki/T._S._Eliot', 'https://en.wikipedia.org/wiki/James_Ward_(psychologist)', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Alfred_North_Whitehead', 'https://en.wikipedia.org/wiki/Samuel_Alexander', 'https://en.wikipedia.org/wiki/Brand_Blanshard', 'https://en.wikipedia.org/wiki/R._G._Collingwood', 'https://en.wikipedia.org/wiki/James_Ward_(psychologist)']",F. H. Bradley,1846
https://en.wikipedia.org/wiki/Thomas_Bradwardine,"['https://en.wikipedia.org/wiki/Anselm_of_Canterbury', 'https://en.wikipedia.org#cite_note-1', 'https://en.wikipedia.org/wiki/Robert_Grosseteste', 'https://en.wikipedia.org#cite_note-2']","['https://en.wikipedia.org/wiki/Jean_Buridan', 'https://en.wikipedia.org/wiki/Antoine_Arnauld', 'https://en.wikipedia.org/wiki/Jean_Buridan', 'https://en.wikipedia.org/wiki/John_Wyclif']",Thomas Bradwardine,1300
https://en.wikipedia.org/wiki/Richard-Bevan_Braithwaite,['https://en.wikipedia.org/wiki/G._E._Moore'],"['https://en.wikipedia.org/wiki/Stephen_Toulmin', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Imre_Lakatos']",R. B. Braithwaite,1900
https://en.wikipedia.org/wiki/Franz_Brentano,"['https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Friedrich_Adolf_Trendelenburg', 'https://en.wikipedia.org#cite_note-7', 'https://en.wikipedia.org/wiki/Bernard_Bolzano', 'https://en.wikipedia.org#cite_note-8']","['https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org/wiki/Sigmund_Freud', 'https://en.wikipedia.org/wiki/Tom%C3%A1%C5%A1_Garrigue_Masaryk', 'https://en.wikipedia.org/wiki/Rudolf_Steiner', 'https://en.wikipedia.org/wiki/Alexius_Meinong', 'https://en.wikipedia.org/wiki/Carl_Stumpf', 'https://en.wikipedia.org/wiki/Anton_Marty', 'https://en.wikipedia.org/wiki/Kazimierz_Twardowski', 'https://en.wikipedia.org/wiki/Christian_von_Ehrenfels', 'https://en.wikipedia.org/wiki/Vittorio_Benussi', 'https://en.wikipedia.org/wiki/Carl_Menger', 'https://en.wikipedia.org#cite_note-9', 'https://en.wikipedia.org/wiki/Martin_Heidegger', 'https://en.wikipedia.org/wiki/George_Stout', 'https://en.wikipedia.org#cite_note-Albertazzi-10', 'https://en.wikipedia.org/wiki/Rudolf_Carnap', 'https://en.wikipedia.org/wiki/Christian_von_Ehrenfels', 'https://en.wikipedia.org/wiki/Martin_Heidegger', 'https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org/wiki/Alexius_Meinong', 'https://en.wikipedia.org/wiki/Max_Scheler', 'https://en.wikipedia.org/wiki/Rudolf_Steiner', 'https://en.wikipedia.org/wiki/George_Frederick_Stout', 'https://en.wikipedia.org/wiki/Carl_Stumpf']",Franz Brentano,1838
https://en.wikipedia.org/wiki/Edgar_S._Brightman,['https://en.wikipedia.org/wiki/Borden_Parker_Bowne'],['https://en.wikipedia.org/wiki/L._Harold_DeWolf'],Edgar S. Brightman,1884
https://en.wikipedia.org/wiki/C._D._Broad,"['https://en.wikipedia.org/wiki/John_Locke', 'https://en.wikipedia.org/wiki/William_Ernest_Johnson', 'https://en.wikipedia.org/wiki/Alfred_North_Whitehead', 'https://en.wikipedia.org/wiki/G._E._Moore', 'https://en.wikipedia.org/wiki/Bertrand_Russell']",['https://en.wikipedia.org/wiki/A._J._Ayer'],C. D. Broad,1887
https://en.wikipedia.org/wiki/Giordano_Bruno,"['https://en.wikipedia.org/wiki/Averroes', 'https://en.wikipedia.org#cite_note-1', 'https://en.wikipedia.org/wiki/Nicolaus_Copernicus', 'https://en.wikipedia.org/wiki/Nicholas_of_Cusa']","['https://en.wikipedia.org/wiki/Galileo_Galilei', 'https://en.wikipedia.org/wiki/James_Joyce', 'https://en.wikipedia.org/wiki/Gottfried_Wilhelm_Leibniz', 'https://en.wikipedia.org/wiki/Moli%C3%A8re', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org/wiki/Arthur_Schopenhauer', 'https://en.wikipedia.org/wiki/Baruch_Spinoza', 'https://en.wikipedia.org/wiki/Damaris_Cudworth_Masham', 'https://en.wikipedia.org/wiki/Baruch_Spinoza']",Giordano Bruno,1548
