Name,influences,influenced,Philosopher Name,Birth
https://en.wikipedia.org/wiki/Miura_Baien,['https://en.wikipedia.org/wiki/Confucianism'],['https://en.wikipedia.org/w/index.php?title=Hoashi_Banri&action=edit&redlink=1'],Miura Baien,1723
https://en.wikipedia.org/wiki/Luis_de_Molina,"['https://en.wikipedia.org/wiki/Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo']","['https://en.wikipedia.org/wiki/William_Lane_Craig', 'https://en.wikipedia.org/wiki/Alvin_Plantinga', 'https://en.wikipedia.org/wiki/Western_Christianity', 'https://en.wikipedia.org/wiki/Alvin_Plantinga']",Luis de Molina,1535
https://en.wikipedia.org/wiki/Michel_de_Montaigne,"['https://en.wikipedia.org/wiki/Horace', 'https://en.wikipedia.org/wiki/Heraclitus', 'https://en.wikipedia.org/wiki/Sextus_Empiricus', 'https://en.wikipedia.org/wiki/Seneca_the_Younger', 'https://en.wikipedia.org/wiki/Plutarch', 'https://en.wikipedia.org/wiki/Cato_the_Younger', 'https://en.wikipedia.org/wiki/Lucretius', 'https://en.wikipedia.org/wiki/Virgil', 'https://en.wikipedia.org/wiki/Ovid', 'https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Socrates']","['https://en.wikipedia.org/wiki/William_Shakespeare', 'https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes', 'https://en.wikipedia.org/wiki/Pierre_Charron', 'https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/Sigmund_Freud', 'https://en.wikipedia.org/wiki/Virginia_Woolf', 'https://en.wikipedia.org/wiki/Charles_Darwin', 'https://en.wikipedia.org/wiki/Friedrich_Nietzsche', 'https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lyotard', 'https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson', 'https://en.wikipedia.org/wiki/Blaise_Pascal', 'https://en.wikipedia.org/wiki/Gore_Vidal', 'https://en.wikipedia.org/wiki/Voltaire', 'https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau', 'https://en.wikipedia.org/wiki/Albert_Hirschman', 'https://en.wikipedia.org/wiki/William_Hazlitt', 'https://en.wikipedia.org/wiki/Eric_Hoffer', 'https://en.wikipedia.org/wiki/Jean_Paul_Sartre', 'https://en.wikipedia.org/wiki/Michel_Foucault', 'https://en.wikipedia.org/wiki/Albert_Camus', 'https://en.wikipedia.org/wiki/Michel_Onfray', 'https://en.wikipedia.org/wiki/Jos%C3%A9_Saramago', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Leon_Brunschvicg', 'https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes', 'https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Lyotard', 'https://en.wikipedia.org/wiki/Blaise_Pascal']",Michel de Montaigne,1533
"https://en.wikipedia.org/wiki/Charles_de_Secondat,_Baron_de_Montesquieu","['https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Cicero', 'https://en.wikipedia.org/wiki/Thomas_Hobbes', 'https://en.wikipedia.org/wiki/Polybius', 'https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes', 'https://en.wikipedia.org/wiki/Nicolas_Malebranche', 'https://en.wikipedia.org/wiki/Jean_Bodin', 'https://en.wikipedia.org/wiki/John_Locke', 'https://en.wikipedia.org/wiki/Acts_of_Union_1707']","['https://en.wikipedia.org/wiki/David_Hume', 'https://en.wikipedia.org/wiki/Thomas_Paine', 'https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau', 'https://en.wikipedia.org/wiki/Edmund_Burke', 'https://en.wikipedia.org/wiki/United_States_Constitution', 'https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel', 'https://en.wikipedia.org/wiki/Alexis_de_Tocqueville', 'https://en.wikipedia.org/wiki/%C3%89mile_Durkheim', 'https://en.wikipedia.org/wiki/Hannah_Arendt', 'https://en.wikipedia.org/wiki/Adam_Ferguson', 'https://en.wikipedia.org/wiki/Jean_de_Sismondi', 'https://en.wikipedia.org/wiki/Prosper_de_Barante', 'https://en.wikipedia.org#cite_note-1', 'https://en.wikipedia.org/wiki/Adam_Ferguson']",Montesquieu,1689
https://en.wikipedia.org/wiki/G._E._Moore,"['https://en.wikipedia.org/wiki/Gottlob_Frege', 'https://en.wikipedia.org/wiki/J._M._E._McTaggart', 'https://en.wikipedia.org/wiki/Bertrand_Russell', 'https://en.wikipedia.org/wiki/Henry_Sidgwick', 'https://en.wikipedia.org/wiki/George_Stout', 'https://en.wikipedia.org#cite_note-4', 'https://en.wikipedia.org/wiki/Thomas_Reid']","['https://en.wikipedia.org/wiki/Bertrand_Russell', 'https://en.wikipedia.org/wiki/Ludwig_Wittgenstein', 'https://en.wikipedia.org/wiki/W._D._Ross', 'https://en.wikipedia.org/wiki/John_Anderson_(philosopher)', 'https://en.wikipedia.org/wiki/J._L._Austin', 'https://en.wikipedia.org/wiki/Max_Black', 'https://en.wikipedia.org/wiki/Richard-Bevan_Braithwaite', 'https://en.wikipedia.org/wiki/C._D._Broad', 'https://en.wikipedia.org/wiki/William_David_Ross', 'https://en.wikipedia.org/wiki/L._Susan_Stebbing', 'https://en.wikipedia.org/wiki/Georg_Henrik_von_Wright', 'https://en.wikipedia.org/wiki/Ludwig_Wittgenstein']",G. E. Moore,1873
https://en.wikipedia.org/wiki/Thomas_More,"['https://en.wikipedia.org/wiki/Erasmus', 'https://en.wikipedia.org/wiki/John_Fisher', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Socrates', 'https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org#cite_note-2', 'https://en.wikipedia.org/wiki/Cicero', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Giovanni_Pico_della_Mirandola', 'https://en.wikipedia.org/wiki/Amerigo_Vespucci', 'https://en.wikipedia.org#cite_note-4', 'https://en.wikipedia.org/wiki/Lucian', 'https://en.wikipedia.org#cite_note-5', 'https://en.wikipedia.org/wiki/Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Dante_Alighieri', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo', 'https://en.wikipedia.org#cite_note-6']","['https://en.wikipedia.org/wiki/John_Henry_Newman', 'https://en.wikipedia.org/wiki/Alvin_Plantinga']",Thomas More,1478
https://en.wikipedia.org/wiki/Gaetano_Mosca,"['https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Max_Weber', 'https://en.wikipedia.org/wiki/Vilfredo_Pareto', 'https://en.wikipedia.org/wiki/Karl_Marx']","['https://en.wikipedia.org/wiki/Gaetano_Salvemini', 'https://en.wikipedia.org/wiki/Piero_Gobetti', 'https://en.wikipedia.org/wiki/Antonio_Gramsci', 'https://en.wikipedia.org/wiki/Robert_Michels', 'https://en.wikipedia.org/wiki/Joseph_Schumpeter', 'https://en.wikipedia.org/wiki/Seymour_Martin_Lipset', 'https://en.wikipedia.org/wiki/C._Wright_Mills', 'https://en.wikipedia.org/wiki/James_Burnham', 'https://en.wikipedia.org/wiki/Samuel_T._Francis']",Gaetano Mosca,1858
https://en.wikipedia.org/wiki/Emmanuel_Mounier,"['https://en.wikipedia.org/wiki/Henri_Bergson', 'https://en.wikipedia.org#cite_note-Rauch-2', 'https://en.wikipedia.org/wiki/Jacques_Chevalier', 'https://en.wikipedia.org#cite_note-3', 'https://en.wikipedia.org/wiki/Jacques_Maritain', 'https://en.wikipedia.org#cite_note-4', 'https://en.wikipedia.org/wiki/Charles_P%C3%A9guy', 'https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org#cite_note-Rauch-2', 'https://en.wikipedia.org/wiki/Marc_Sangnier']","['https://en.wikipedia.org/wiki/Ngo_Dinh_Nhu', 'https://en.wikipedia.org/wiki/Abb%C3%A9_Pierre', 'https://en.wikipedia.org/wiki/Paul_Ric%C5%93ur', 'https://en.wikipedia.org#cite_note-5', 'https://en.wikipedia.org/wiki/Pierre_Trudeau', 'https://en.wikipedia.org/wiki/Paul_Ric%C5%93ur']",Emmanuel Mounier,1905
https://en.wikipedia.org/wiki/Mulla_Sadra,"['https://en.wikipedia.org/wiki/Imam_Ali', 'https://en.wikipedia.org/wiki/Shahab_al-Din_Suhrawardi', 'https://en.wikipedia.org/wiki/Mir_Damad', 'https://en.wikipedia.org/wiki/Avicenna', 'https://en.wikipedia.org/wiki/Bah%C4%81%CA%BE_al-d%C4%ABn_al-%CA%BF%C4%80mil%C4%AB', 'https://en.wikipedia.org/wiki/Sheykh_Baha%27i', 'https://en.wikipedia.org/wiki/Ibn_Arabi']","['https://en.wikipedia.org/wiki/Hadi_Sabzavari', 'https://en.wikipedia.org/wiki/Muhammad_Husayn_Tabatabaei', 'https://en.wikipedia.org/wiki/Ruhollah_Khomeini', 'https://en.wikipedia.org/wiki/Morteza_Motahhari', 'https://en.wikipedia.org/wiki/Abul_A%27la_Maududi', 'https://en.wikipedia.org/wiki/Gholamhossein_Ebrahimi_Dinani', 'https://en.wikipedia.org/wiki/Hossein_Nasr', 'https://en.wikipedia.org/wiki/Jamal_al-Din_al-Afghani', 'https://en.wikipedia.org/wiki/Hossein_Nasr', 'https://en.wikipedia.org/wiki/Allama_Tabatabai']",Mulla Sadra,1571
https://en.wikipedia.org/wiki/Iris_Murdoch,"['https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Simone_Weil', 'https://en.wikipedia.org/wiki/Jean-Paul_Sartre', 'https://en.wikipedia.org/wiki/Philippa_Foot', 'https://en.wikipedia.org/wiki/Stuart_Hampshire']","['https://en.wikipedia.org/wiki/Philippa_Foot', 'https://en.wikipedia.org/wiki/Elizabeth_Anscombe', 'https://en.wikipedia.org/wiki/Martha_Nussbaum', 'https://en.wikipedia.org/wiki/Charles_Taylor_(philosopher)']",Iris Murdoch,1919
https://en.wikipedia.org/wiki/Ernest_Nagel,"['https://en.wikipedia.org/wiki/Rudolf_Carnap', 'https://en.wikipedia.org/wiki/Morris_Raphael_Cohen']","['https://en.wikipedia.org/wiki/Patrick_Suppes', 'https://en.wikipedia.org/wiki/Isaac_Levi', 'https://en.wikipedia.org/wiki/Henry_Kyburg', 'https://en.wikipedia.org/wiki/Douglas_Hofstadter', 'https://en.wikipedia.org/wiki/Mario_Bunge']",Ernest Nagel,1901
https://en.wikipedia.org/wiki/Jean-Luc_Nancy,"['https://en.wikipedia.org/wiki/Martin_Heidegger', 'https://en.wikipedia.org/wiki/Jacques_Derrida', 'https://en.wikipedia.org/wiki/Philippe_Lacoue-Labarthe', 'https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel', 'https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Joseph_Schelling', 'https://en.wikipedia.org/wiki/G%C3%A9rard_Granel', 'https://en.wikipedia.org/wiki/Georges_Bataille', 'https://en.wikipedia.org/wiki/Maurice_Blanchot', 'https://en.wikipedia.org/wiki/Friedrich_Nietzsche', 'https://en.wikipedia.org/wiki/Charles_Baudelaire', 'https://en.wikipedia.org/wiki/Simone_Weil']","['https://en.wikipedia.org/wiki/Jacques_Derrida', 'https://en.wikipedia.org/wiki/Philippe_Lacoue-Labarthe', 'https://en.wikipedia.org/wiki/Maurice_Blanchot', 'https://en.wikipedia.org/wiki/Giorgio_Agamben', 'https://en.wikipedia.org/wiki/Claire_Denis', 'https://en.wikipedia.org/wiki/Divya_Dwivedi', 'https://en.wikipedia.org/wiki/Avital_Ronell', 'https://en.wikipedia.org/wiki/Werner_Hamacher', 'https://en.wikipedia.org/wiki/Todd_May', 'https://en.wikipedia.org/wiki/Shaj_Mohan']",Jean-Luc Nancy,1940
https://en.wikipedia.org/wiki/Hossein_Nasr,"['https://en.wikipedia.org/wiki/Ibn_Sina', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Shahab_al-Din_Yahya_ibn_Habash_Suhrawardi', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Ibn_Arabi', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Mulla_Sadra', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Rumi', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Hafez', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Mahmoud_Shabestari', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Ren%C3%A9_Gu%C3%A9non', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Frithjof_Schuon', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Ananda_Coomaraswamy', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Giorgio_de_Santillana', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Harry_Austryn_Wolfson', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Muhammad_Husayn_Tabatabai', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Allameh_Sayyed_Abul_Hasan_Rafiee_Qazvini', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/w/index.php?title=Sayyid_Muhammad_Kazim_%E2%80%98Assar&action=edit&redlink=1', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Henry_Corbin', 'https://en.wikipedia.org#cite_note-Ramin-2']","['https://en.wikipedia.org/wiki/Henry_Corbin', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Toshihiko_Izutsu', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Gholamreza_Aavani', 'https://en.wikipedia.org#cite_note-Islam-3', 'https://en.wikipedia.org/wiki/Sayyed_Jalal-ed-Din_Ashtiani', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/Dariush_Shayegan', 'https://en.wikipedia.org#cite_note-Ramin-2', 'https://en.wikipedia.org/wiki/William_C._Chittick', 'https://en.wikipedia.org#cite_note-Islam-3', 'https://en.wikipedia.org/wiki/James_Winston_Morris', 'https://en.wikipedia.org#cite_note-Islam-3', 'https://en.wikipedia.org/wiki/Osman_Bakar', 'https://en.wikipedia.org#cite_note-Islam-3', 'https://en.wikipedia.org/wiki/Gholam-Ali_Haddad-Adel', 'https://en.wikipedia.org#cite_note-4', 'https://en.wikipedia.org/wiki/Enes_Kari%C4%87', 'https://en.wikipedia.org#cite_note-5', 'https://en.wikipedia.org/wiki/Nasrollah_Pourjavady', 'https://en.wikipedia.org#cite_note-Mus-6', 'https://en.wikipedia.org/wiki/Mehdi_Aminrazavi', 'https://en.wikipedia.org#cite_note-Mus-6', 'https://en.wikipedia.org/wiki/Luce_L%C3%B3pez-Baralt', 'https://en.wikipedia.org#cite_note-7', 'https://en.wikipedia.org/wiki/Sachiko_Murata', 'https://en.wikipedia.org#cite_note-Islam-3', 'https://en.wikipedia.org/wiki/Nurcholish_Madjid', 'https://en.wikipedia.org#cite_note-Indo-8', 'https://en.wikipedia.org/wiki/Komaruddin_Hidayat', 'https://en.wikipedia.org#cite_note-Indo-8', 'https://en.wikipedia.org/wiki/Salleh_Yaapar', 'https://en.wikipedia.org#cite_note-Indo-8', 'https://en.wikipedia.org/wiki/Henry_Corbin']",Seyyed Hossein Nasr,1933
https://en.wikipedia.org/wiki/Paul_Gerhard_Natorp,"['https://en.wikipedia.org/wiki/Ernst_Laas', 'https://en.wikipedia.org/wiki/Hermann_Cohen']","['https://en.wikipedia.org/wiki/Hans-Georg_Gadamer', 'https://en.wikipedia.org/wiki/Edmund_Husserl', 'https://en.wikipedia.org/wiki/Jos%C3%A9_Ortega_y_Gasset']",Paul Natorp,1854
https://en.wikipedia.org/wiki/Antonio_Negri,"['https://en.wikipedia.org/wiki/Karl_Marx', 'https://en.wikipedia.org/wiki/Baruch_Spinoza', 'https://en.wikipedia.org/wiki/Mario_Tronti', 'https://en.wikipedia.org/wiki/Galvano_Della_Volpe', 'https://en.wikipedia.org/wiki/Augustine_of_Hippo', 'https://en.wikipedia.org/wiki/Michel_Foucault', 'https://en.wikipedia.org/wiki/F%C3%A9lix_Guattari', 'https://en.wikipedia.org/wiki/Gilles_Deleuze', 'https://en.wikipedia.org/wiki/Louis_Althusser', 'https://en.wikipedia.org/wiki/Jean_Baudrillard', 'https://en.wikipedia.org/wiki/Henri_Lefebvre', 'https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Luk%C3%A1cs', 'https://en.wikipedia.org/wiki/Antonio_Gramsci', 'https://en.wikipedia.org/wiki/Niccol%C3%B2_Machiavelli', 'https://en.wikipedia.org/wiki/G._W._F._Hegel', 'https://en.wikipedia.org/wiki/Carl_Schmitt', 'https://en.wikipedia.org/wiki/Thomas_Hobbes', 'https://en.wikipedia.org/wiki/Raya_Dunayevskaya']","['https://en.wikipedia.org/wiki/Michael_Hardt', 'https://en.wikipedia.org/wiki/Richard_J._F._Day', 'https://en.wikipedia.org/wiki/Leopoldina_Fortunati', 'https://en.wikipedia.org/wiki/Hugo_Ch%C3%A1vez']",Antonio Negri,1933
https://en.wikipedia.org/wiki/Leonard_Nelson,"['https://en.wikipedia.org/wiki/Neo-Kantianism', 'https://en.wikipedia.org/wiki/Jakob_Friedrich_Fries', 'https://en.wikipedia.org/wiki/David_Hilbert', 'https://en.wikipedia.org/wiki/Immanuel_Kant', 'https://en.wikipedia.org/wiki/Ernst_Friedrich_Apelt', 'https://en.wikipedia.org/wiki/Gerhard_Hessenberg']","['https://en.wikipedia.org/wiki/Minna_Specht', 'https://en.wikipedia.org/wiki/Paul_Bernays', 'https://en.wikipedia.org/wiki/Kurt_Grelling']",Leonard Nelson,1882
https://en.wikipedia.org/wiki/Otto_Neurath,"['https://en.wikipedia.org/wiki/Ernst_Mach', 'https://en.wikipedia.org/wiki/James_George_Frazer']","['https://en.wikipedia.org/wiki/Berlin_Circle', 'https://en.wikipedia.org/wiki/Vienna_Circle', 'https://en.wikipedia.org/wiki/John_O%27Neill_(philosopher)']",Otto Neurath,1882
https://en.wikipedia.org/wiki/John_Henry_Newman,"['https://en.wikipedia.org/wiki/Tractarianism', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Socrates', 'https://en.wikipedia.org/wiki/St._Augustine', 'https://en.wikipedia.org/wiki/St._Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Dante_Alighieri', 'https://en.wikipedia.org/wiki/St._Thomas_More', 'https://en.wikipedia.org/wiki/St._John_Fisher', 'https://en.wikipedia.org/wiki/Copernicus', 'https://en.wikipedia.org/wiki/Galileo', 'https://en.wikipedia.org/wiki/Shakespeare', 'https://en.wikipedia.org/wiki/John_Milton', 'https://en.wikipedia.org/wiki/John_Keble', 'https://en.wikipedia.org#cite_note-5', 'https://en.wikipedia.org/wiki/Cicero', 'https://en.wikipedia.org/wiki/Clement_of_Alexandria', 'https://en.wikipedia.org/wiki/Tertullian', 'https://en.wikipedia.org/wiki/Origen', 'https://en.wikipedia.org/wiki/Athanasius_of_Alexandria', 'https://en.wikipedia.org/wiki/Basil_of_Caesarea', 'https://en.wikipedia.org/wiki/Spinoza', 'https://en.wikipedia.org/wiki/Isaac_Newton', 'https://en.wikipedia.org/wiki/Adam_Smith', 'https://en.wikipedia.org/wiki/David_Hume', 'https://en.wikipedia.org/wiki/Alexander_Pope', 'https://en.wikipedia.org/wiki/Rene_Descartes', 'https://en.wikipedia.org/wiki/Montesquieu', 'https://en.wikipedia.org/wiki/Marquis_de_Lafayette', 'https://en.wikipedia.org/wiki/Alexis_De_Tocqueville', 'https://en.wikipedia.org/wiki/Edmund_Burke', 'https://en.wikipedia.org/wiki/Louis_de_Bonald', 'https://en.wikipedia.org/wiki/Joseph_de_Maistre', 'https://en.wikipedia.org/wiki/John_Locke', 'https://en.wikipedia.org/wiki/Joseph_Butler', 'https://en.wikipedia.org/wiki/Richard_Whately', 'https://en.wikipedia.org/wiki/Charles_Forbes_Ren%C3%A9_de_Montalembert', 'https://en.wikipedia.org#cite_note-6']","['https://en.wikipedia.org/wiki/Alvin_Plantinga', 'https://en.wikipedia.org/wiki/John_Dalberg-Acton,_1st_Baron_Acton', 'https://en.wikipedia.org#cite_note-7', 'https://en.wikipedia.org#cite_note-8', 'https://en.wikipedia.org/wiki/Matthew_Arnold', 'https://en.wikipedia.org/wiki/Hilaire_Belloc', 'https://en.wikipedia.org/wiki/Pope_Benedict_XVI', 'https://en.wikipedia.org#cite_note-CH-9', 'https://en.wikipedia.org/wiki/Robert_Hugh_Benson', 'https://en.wikipedia.org/wiki/William_F._Buckley_Jr.', 'https://en.wikipedia.org/wiki/G._K._Chesterton', 'https://en.wikipedia.org/wiki/Dorothy_Day', 'https://en.wikipedia.org/wiki/Charles_Dickens', 'https://en.wikipedia.org/wiki/C._H._Douglas', 'https://en.wikipedia.org/wiki/Pope_Francis', 'https://en.wikipedia.org/wiki/Gerard_Manley_Hopkins', 'https://en.wikipedia.org/wiki/James_Joyce', 'https://en.wikipedia.org/wiki/John_Maynard_Keynes', 'https://en.wikipedia.org/wiki/Russell_Kirk', 'https://en.wikipedia.org/wiki/Ronald_Knox', 'https://en.wikipedia.org/wiki/Pope_Leo_XIII', 'https://en.wikipedia.org#cite_note-CH-9', 'https://en.wikipedia.org/wiki/C._S._Lewis', 'https://en.wikipedia.org/wiki/Bernard_Lonergan', 'https://en.wikipedia.org/wiki/George_MacDonald', 'https://en.wikipedia.org/wiki/Alasdair_MacIntyre', 'https://en.wikipedia.org/wiki/Flannery_O%27Connor', 'https://en.wikipedia.org/wiki/Jaroslav_Pelikan', 'https://en.wikipedia.org/wiki/Fulton_J._Sheen', 'https://en.wikipedia.org/wiki/J._R._R._Tolkien', 'https://en.wikipedia.org/wiki/Simone_Weil', 'https://en.wikipedia.org/wiki/Oscar_Wilde', 'https://en.wikipedia.org/wiki/Linda_Trinkaus_Zagzebski', 'https://en.wikipedia.org/wiki/Alasdair_MacIntyre', 'https://en.wikipedia.org/wiki/Alvin_Plantinga']",John Henry Newman,1801
https://en.wikipedia.org/wiki/Nicholas_of_Cusa,"['https://en.wikipedia.org/wiki/Albertus_Magnus', 'https://en.wikipedia.org/wiki/Thomas_Aquinas', 'https://en.wikipedia.org/wiki/Bonaventure', 'https://en.wikipedia.org/wiki/Plato', 'https://en.wikipedia.org/wiki/Aristotle', 'https://en.wikipedia.org/wiki/Pythagoreanism', 'https://en.wikipedia.org/wiki/Meister_Eckhart', 'https://en.wikipedia.org/wiki/Pseudo-Dionysius', 'https://en.wikipedia.org/wiki/Proclus', 'https://en.wikipedia.org/wiki/Plotinus', 'https://en.wikipedia.org/wiki/Johannes_Scottus_Eriugena', 'https://en.wikipedia.org/wiki/Ramon_Llull', 'https://en.wikipedia.org/wiki/Gemistus_Pletho', 'https://en.wikipedia.org#cite_note-1']","['https://en.wikipedia.org/wiki/Nicolaus_Copernicus', 'https://en.wikipedia.org/wiki/Galileo_Galilei', 'https://en.wikipedia.org/wiki/Pico_della_Mirandola', 'https://en.wikipedia.org/wiki/Ludwig_von_Bertalanffy', 'https://en.wikipedia.org/wiki/Giordano_Bruno', 'https://en.wikipedia.org/wiki/Leibniz', 'https://en.wikipedia.org/wiki/M%C3%A1rio_Ferreira_dos_Santos', 'https://en.wikipedia.org/wiki/Roberto_Mangabeira_Unger', 'https://en.wikipedia.org/wiki/Karl_Jaspers', 'https://en.wikipedia.org/wiki/Harry_Mulisch', 'https://en.wikipedia.org/wiki/Giordano_Bruno', 'https://en.wikipedia.org/wiki/Damaris_Cudworth_Masham', 'https://en.wikipedia.org/wiki/Giovanni_Pico_della_Mirandola']",Nicholas of Cusa,1401
